userName;content;score;at;appVersion;;
Nur Giyanti;best;5;14/01/2024 14.54;82.00.02;;
Edi Prasetyo;ok;5;14/01/2024 14.53;82.00.02;;
Rudy Kw;jos gandos;5;14/01/2024 14.52;82.00.02;;
eri zal;saya sangat puas, karena selalu ada bonus nya IM3 i love you🥰😍🤩👩‍❤️‍💋‍👩;5;14/01/2024 14.43;82.00.02;;
Terdi;Makin kesini makin mahal dan sekarang kenapa yah, kok pulsa nya jadi habis sendiri kalu kuotanya habis 🤦🤦;1;14/01/2024 14.37;82.00.02;;
Ceng Arts;Indosat sinyal jlekk kuota mahal buanyak bugg,gk layak di pake......;1;14/01/2024 14.33;82.00.02;;
Pantang Menyerah;Pulsa kurang sendiri Padahal belum di gunakan;2;14/01/2024 14.32;82.00.02;;
Mullyadi 1989;mantap;5;14/01/2024 14.29;82.00.03;;
Andara Boy;saya tidak bisa memasuki aplikasi myIM3. saya mohon perbaikan nya kepada pihat developer myIM3🙏;2;14/01/2024 14.28;82.00.03;;
Gelontor Suyek;Sinyal busukkk sekali ty;1;14/01/2024 14.28;0;;
Didi Purnomo;aplikasi yang bagus dan informatif sayangi terlalu banyak iklan pihak ketiga yang membuat aplikasi berat dibuka dan mengganggu kenyamanan;4;14/01/2024 14.20;82.00.03;;
Arringgi Ans;sinyalnya tolong lebih diperbaiki lagi;2;14/01/2024 14.19;82.00.02;;
Rizal Thaufiq;Jaringan susah lemot parah , internet putus putuss Padahal seharusnya setiap pembaruan harusnya semakin diperbaiki , bukan malah semakin parah seperti iniii;1;14/01/2024 14.17;82.00.03;;
Dimas Wkusumo;"Jaringan kyk SAMPAH GAK ADA BAGUS"" NYA";1;14/01/2024 14.13;82.00.02;;
Burhanudin;Wow keren bisa beli kuota lewat WhatsApp 💚;4;14/01/2024 14.11;82.00.02;;
Randi Anggara;bagus bangat;5;14/01/2024 14.09;82.00.02;;
BENY MURDANY;Gajelas banget isi pulsa 30ribu gabisa tapi isi pulsa 15 rebu langsung bisa,kadang paket2 yg biasa di beli di sumpetin kocak lah;1;14/01/2024 14.08;82.00.03;;
Udah Pernah;bagus;5;14/01/2024 14.06;82.00.02;;
Miko Wardana;Signl super jelek ferforma kurang nyaman Nyesal pakai kartu ini😴;1;14/01/2024 14.04;82.00.02;;
Saudaraku;Provider mahal tapi cuma bisa buat buka titktok buat buka epep,yt,fb,ig susah banget Kalo jualan yang niat dikit lah;1;14/01/2024 14.00;0;;
Wardi We;bagus sinyalnya;3;14/01/2024 13.58;82.00.02;;
Relzz Gilanx;Kira-kira siapa ya yg nyopet pulsa saya 10 ribu dan sekarang entah kemana, barusan juga beli voucher kouta 7gb masuknya cuma 5,5gb wowww kalau ditanya tanggapan saya, saya cukup menggeleng kan kepala.;1;14/01/2024 13.56;82.00.02;;
Andika Tri widinto;appnya bagus;5;14/01/2024 13.51;0;;
Anilover 842;Gw beli Kouta lewat *123# bukanya di konfirmasi malah pulsa gw di sedot mana koutanya belom ke kirim;1;14/01/2024 13.50;82.00.02;;
muhammad akbar;Signal laloot bangen M3;1;14/01/2024 13.48;82.00.03;;
Mahmudin Mahmud;Aplikasi ini membuat saya merasa nyaman dan tidak bosan dan berguna;5;14/01/2024 13.46;82.00.02;;
AGUS SULISTIONO;lemot sekali;1;14/01/2024 13.38;82.00.02;;
Raja Tirta Panjer;Gkbs login klopun bisa juga ngirim kode otp k sms juga luaama minta ampun gkbs², Kirim kode otp via wa gkbs kah?;1;14/01/2024 13.33;82.00.02;;
Nadira Nahla Nadira;Please bagi yang mau isi pulsa hati-hati jangan nyalain datanya karena kalau sampe itu terjadi pulsa yang kalian beli akan lenyap seketika.... berdasarkan pengalaman saya soalnya;1;14/01/2024 13.23;0;;
Ariearialiika;bintang 3 aja dlu;3;14/01/2024 13.21;82.00.02;;
DESY GMY;Ok;5;14/01/2024 13.20;0;;
Ajat Sudrajat;payah banget jaringan nya jelek banget padahal kouta full 24jam .;1;14/01/2024 13.20;0;;
Faiz Kuncoro;Alhamdulillah dulilah dapat gratis kouta;5;14/01/2024 13.19;82.00.03;;
Pasir Kalapa;Najis amat sinyal M3...busuk banget.. nunggu ngabisin kuota...baru ganti provider;1;14/01/2024 13.18;0;;
Bunga citra lestari Bunga;sangat membantu;4;14/01/2024 13.15;81.16.00;;
Edy Dasirin;sangat membantu;5;14/01/2024 13.15;82.00.02;;
mukhamad syahrul afandi;Sinyal jelek;1;14/01/2024 13.12;82.00.02;;
Vincent Ariska;masih mencoba;4;14/01/2024 13.12;82.00.02;;
Dani antoro;Bangga jadi warga Nusantara Dengan mym3 semua JD mudah🙏🙏🙏;5;14/01/2024 13.10;0;;
Haji Kayat;ok;4;14/01/2024 13.02;82.00.02;;
Bambang Kusmayadi;Uda beli paket internet mala jaringanx tidak bisa buka semua apl data tidak bisa digunakan...indosat semakin hancur data tidak bisa di gunakan;1;14/01/2024 13.02;80.01.00;;
Hari Setiawan;sinyal gak stabill;2;14/01/2024 12.54;82.00.03;;
Anton Sujarwo;Kok sering bohong ya....soal kredit dsb jadi gak konsisten;5;14/01/2024 12.47;82.00.03;;
Pardi Ajh;tak kasih 3 bintang dlu. soalnya baru gabung;3;14/01/2024 12.46;82.00.02;;
Nk Gen_z;mantap 👍😁;5;14/01/2024 12.46;82.00.02;;
Alune Louina;Bisa-bisanya logout sendiri,dan jadi akun baru pas login.sangat humor;2;14/01/2024 12.43;82.00.02;;
Nona Tua;udah beli paket , udah registrasi , kartu malah gabisa dipake as*;1;14/01/2024 12.41;82.00.02;;
Putra Balio;bagua;3;14/01/2024 12.35;82.00.02;;
Zul Karnain;Im3 kayak taik .selalu sinyal hilang .lebih bagus lagi telkomsel.sekarang saya udah pakek telkomsel.alhamdullilah sinyalnya bagus gak seperti indosat;1;14/01/2024 12.34;82.00.02;;
Achwal abdi putra;Jaringan gak stabil sering eror parah semakin hari semakin jelek jaringan nya;1;14/01/2024 12.31;81.16.00;;
Herly Nadila;sangat baik;5;14/01/2024 12.28;82.00.03;;
A A;lumayan lancar;4;14/01/2024 12.21;82.00.02;;
Ardi;APLIKASI BAGUS MEMBATU PEMBELIAN QUOTA. ADA SATU YANG PERLU SAYA TANYAKAN, CLAIM BONUS 2 GB SETELAH BELI PAKET BULANAN ITU KENAPA TIDAK PERNAH BERHASIL DI CLAIM, SELALU MUNCUL TIDAK BISA DIPROSES;4;14/01/2024 12.17;82.00.02;;
Abdan;delay;1;14/01/2024 12.10;0;;
Nur Alie;sangat bagus;5;14/01/2024 12.09;82.00.02;;
Mawardi Ktp;Benar² ngk berfungsi setelah di update;2;14/01/2024 12.06;82.00.02;;
Pebri821;Sampah si pencuri pulsa Scamm;1;14/01/2024 12.00;82.00.02;;
Sanen Saputra;mantap lah cuman data yah Mmm luar biasa;5;14/01/2024 11.56;82.00.02;;
Mufid Ois;bagus bnget kka;5;14/01/2024 11.55;82.00.02;;
Neng Syifa;sangat berguna ☺️;5;14/01/2024 11.52;0;;
Mas Raden;semoga semakin banyak paket murah;5;14/01/2024 11.50;82.00.02;;
Triman;sangat membantu;5;14/01/2024 11.39;82.00.02;;
Jusra Ani;mohon promonya di tambah;5;14/01/2024 11.38;82.00.02;;
Hidayatul Muniroh;beli paketan gagal terus;1;14/01/2024 11.37;82.00.02;;
Bang Jago;harus lebih di tingkatkan lagi jariangan nya;5;14/01/2024 11.36;81.16.00;;
Jana Supriatna;Kenapa berhenti mai3;5;14/01/2024 11.36;82.00.02;;
Mak Rip;"Pulsa saya tiba"" tersedot dan berkurang padahal saya tidak merasa menggunakannya, apakah ada penjelasan dan solusi untuk kejadian tersebut? Mohon untuk penjelasannya";4;14/01/2024 11.32;0;;
Herna Sitinuraeni;lamjidieb jdkoa ka wka;4;14/01/2024 11.31;82.00.02;;
Eko Prasetiyo;Jaringan buruk;4;14/01/2024 11.29;81.03.00;;
Risqi Ayu;Sangat membantu;5;14/01/2024 11.27;82.00.02;;
Robby Mulyana;sinyal 4G+ tapi dipake maen game busuk;1;14/01/2024 11.22;82.00.03;;
Ariya Kamandanu;giman cara nya hubungi pihak im3 saya sudah beli paketan kok blom masuk ya;1;14/01/2024 11.20;82.00.03;;
Naufal rizki;memuaskan;4;14/01/2024 11.12;82.00.02;;
Farhan Abdillah;Aplikasi di update bukan mempermudah malah nyusahin. Check kuota antara yang utama dan kuota malam jadi ribeeet pake aplikasi. Mending balikin ke tampilan awal, jelas pembagian antara kuota utama dan kuota malamnya wooi..;1;14/01/2024 11.11;82.00.03;;
Andik Bahtiar;ok;2;14/01/2024 11.11;82.00.02;;
Endah TR;Keren abis;5;14/01/2024 11.02;82.00.03;;
Don Wae;ok;5;14/01/2024 10.54;82.00.03;;
Lan;oke banget;4;14/01/2024 10.49;82.00.03;;
uncas sulung;sangat bagus;5;14/01/2024 10.48;82.00.03;;
Torikul Huda;ok sangat membantu;4;14/01/2024 10.48;82.00.02;;
kevin gama;Jaringan ud 2 hari gak jelas tolong ditangani serius;3;14/01/2024 10.48;0;;
Mel Leob;bagus;5;14/01/2024 10.37;82.00.03;;
Davin Syahputra;Jaringannya sangat lelet, walaupun saya gunakan saran dari my im3, dan disaat jaringan prima pun tetap lelet;1;14/01/2024 10.36;81.16.00;;
Btgr Ufo;Makin kesini makin mahal harga kuota;3;14/01/2024 10.34;0;;
Ai Kurniati;Semenjak ganti aplikasi yang baru jelek banget harus di download ulang terus baru bisa ke buka;1;14/01/2024 10.30;82.00.02;;
Free fire;Indosat koplok gw beli paket 2 GB di kirim 1 GB trus gw beli 2.5 GB yg Dateng 2 GB dasar Indosat gak amanah ingat klo sekali lagi kek gini gw buang kartu nyh gw pindah ke kartu Smartfren;1;14/01/2024 10.30;0;;
Anisa Sr;Woii bngst kuota gue masih ada 2gb terus beli lagi kuota kenapa kuota 2gb gua ilang anjinggg ganti rugi!;1;14/01/2024 10.25;81.16.00;;
Hasan musana musana;Aplikasi apaan sering eror,,,ga berguna giliran di butuhin ga bisa di buka,,, perbaiki aplikasinya,,, stres;1;14/01/2024 10.24;82.00.02;;
jarot crot;ok;5;14/01/2024 10.23;82.00.03;;
Adhitya M1;Lu bangkrut apa gimana hah dulu bonus 1gb aja langsung kasih sekarang malah di cicil 250mb selamat 7 hari baru bisa di klaim lagi mana jaringannya buruk lagi👎 suka hilang tiba tiba harga kuota nya naik jg mending pake Smarftren 😏;1;14/01/2024 10.23;0;;
Abdul Rochman;jos;5;14/01/2024 10.18;82.00.02;;
Sisi New;sangat baik❤;5;14/01/2024 10.11;82.00.02;;
Faisal Ahmad;membantu sekali;5;14/01/2024 10.10;82.00.02;;
Rony. Mat;Amplikasi tidak bisa di buka;1;14/01/2024 10.03;82.00.02;;
Always Rahman;tolong perbaiki yang rusak;5;14/01/2024 10.01;82.00.02;;
aqila ardiansyah;Kesel makin gajelas masa ngisi pulsa tiba2 kesedot pedahal kuota banyak, trus saya gak ada utang pulsa darurat tapi abis sendiri pulsanya..;2;14/01/2024 09.58;82.00.02;;
Fajar Prihatin;"Makin lama makin gak ngotak indosat kntol pulsa tiba"" ke sedot sendiri padahal data mati emng dasar indosat tolol";1;14/01/2024 09.56;82.00.02;;
SUKAMTO Kamto;baru pakek im3 kiranya bagus,kasih bintang 5;4;14/01/2024 09.51;82.00.02;;
Zahwa Aqila;baik;5;14/01/2024 09.49;82.00.02;;
JAMBORE BORNEO;Bukan nya makin bagus, malah ngak jelas ni aplikasi,;1;14/01/2024 09.42;81.12.00;;
ファウザン;Harga doang di naikkin tapi jaringan makin buruk;1;14/01/2024 09.39;82.00.02;;
Andy Sunaryo;Kok ini pulsa saya jarang di pake kok berkurang dimana² koropsi di negeri konoha mah beda......;1;14/01/2024 09.39;82.00.02;;
Daeng Parecu;Sudah di updet makin gak benar ni aplikasi ,mau cek quota aja susah amat sih ,bukan gampang malah makin susah;1;14/01/2024 09.34;0;;
SITI PADILAH PADILAH;sangat baik;4;14/01/2024 09.32;82.00.02;;
Pur Woko;INI TUH GIMANA SETELAH DI UPDATE KOK MALAH POINT KU JADI NOL SIH???????? UDAH TAK KUMPULIN BANYAK BUAT KUOTA DARURAT NANTI MALAH ILANG. HANGUS.;1;14/01/2024 09.30;82.00.02;;
Chunk Chunk;senang pakai myim3;5;14/01/2024 09.29;81.14.02;;
Alya Humaida;lelet;1;14/01/2024 09.25;82.00.03;;
Mawan Pauwah;Jaringannya jadi lemot pisan kang, tolong di kondisikan nya. Ntar di kasih bintang 5;1;14/01/2024 09.21;81.16.00;;
Herman Herman;ok;3;14/01/2024 09.20;82.00.02;;
cahyono yono;sangat membantu;5;14/01/2024 09.19;81.06.00;;
Imas Dhewa;Jaringan malah tambah ancur Udah d upgrade bukan nya tambah bagus malah tambah jelek;1;14/01/2024 09.18;82.00.02;;
Rusdi Rusdi;Susah masuk LG sekarang di apk im3.;5;14/01/2024 09.16;82.00.03;;
Dede Pahrudin;Sinyal sangat jelek belakangan ini dan ini suatu pertanda untuk buang kartu y walaupun no y sudah dpakai 13tahun,;1;14/01/2024 09.12;82.00.02;;
KEDUNGWARINGIN24 CHANNEL;luar biasa keren;5;14/01/2024 08.58;82.00.02;;
A;di update jadi gaada paket darurat;1;14/01/2024 08.58;0;;
Ichsan Zuhdi;Apk gk jelas pliss jngn download gk guna bnget sinyal bgus tpi mau daftar kuota gk bisa pdahal pulsa bnyak, pliss jngn download klok gk mau nyesel;1;14/01/2024 08.55;0;;
Kustini Kustini;mau isi voucer aja di persulit;1;14/01/2024 08.46;82.00.03;;
Jajang sukandar 19;kenapa ya jaringannya jelek terus sampe sampe pas maketin kuotanya ngga datang dan malahan pulsa saya kepotong;1;14/01/2024 08.42;0;;
Napia;Sinyal kek babi;1;14/01/2024 08.40;0;;
Diki Aditia;Apknya jlk eror syl lemot kyk kura kura kcw sy sm myim3;3;14/01/2024 08.37;82.00.02;;
Mail Ismail;aplikasi ini sangat menguntungkan bgt;5;14/01/2024 08.33;82.00.02;;
Al Qarleanzo;Min kenapa pas saya isi pulsanya pulsa selalu berkurang dari yg saya beli tadi nya 10.000 jadi 8.000 tolong diperbaiki ya min🙏🙏🙏;1;14/01/2024 08.30;82.00.02;;
Qifin Trastu;Ga jelas suka motong pulsa tanpa pemberitahuan atau per izinan, ini bukan yg pertama kalinya tapi ini yg berkali kali, saran kalo mau buat app kaya gini tuh lu bisa ngasi informasi buat pulsa itu kepotong apa aja. Paket data gua masi ada tapi pulsa kepotong tanpa penjelasan apa pun, tanpa informasi apapun;1;14/01/2024 08.27;82.00.02;;
Aldi Aditya;Mending Lo apus game panjat kuota, ga guna klo udah di setting, malah ngabisin kuota orang aja;1;14/01/2024 08.20;81.16.00;;
Dwi anislove;sangat membatu ngttt;5;14/01/2024 08.11;82.00.02;;
Krisinto Paputungan;Sanggat baguss;5;14/01/2024 07.59;0;;
Bintang Rangga Adiatmadja;APLIKASI KAGA JELAS MONYET;1;14/01/2024 07.57;81.06.00;;
Tohir Mandor;Sinyal plosok nge lag banget ngntd,udh mana mahal banget nggak workit sama harganya;1;14/01/2024 07.49;82.00.02;;
Adi Yulia;Jaringan lambat, jarang ada discount/promo, mahal2 udah kaya Telkomsel/provider teratas lainya yang jaringan nya good untuk daerah2 tertentu.;2;14/01/2024 07.43;0;;
Difa Pratama;Assalamualaikum bg tolong di perbaiki bug sinyal gua pas main ml suka bug jaringan padahal jaringan bagus tapi pas main gamenya lelet .Mohon pengertian nya;3;14/01/2024 07.42;81.16.00;;
miisqueen s;Apalah indosat ini sekarang gabisa nerima pesan, akun akun pada hilang gara gara indosat tidak bisa menerima kode otp atau pesan lawak;1;14/01/2024 07.41;0;;
Redi ifwanda;sangat bgs;5;14/01/2024 07.39;82.00.02;;
Eti Pitriyani;Sangat bagus;5;14/01/2024 07.36;82.00.02;;
Nabil Bugis;Ok;5;14/01/2024 07.33;82.00.02;;
Nova Marlina;baik;5;14/01/2024 07.32;82.00.02;;
Munawir Nawir;Ko susah ya dibuka aplikasinnya;3;14/01/2024 07.31;82.00.02;;
Kuntetyoii;Indosat harga kuota makin mahal, jaringan nya kaya sampah sering eror eroran terus, iklan banyak banget jancko, Maaf maaf aja kalo ngmong kasar tak ber etika, ini suara keresahan sebagai pengguna, TOLONG DI BACA YA ADMIN.;1;14/01/2024 07.29;v76.5;;
M. Nasuri;M3 sekarang semakin mahal, jadi pengen beralih aja;1;14/01/2024 07.28;0;;
Usmar Jr;sangat membantu;5;14/01/2024 07.25;82.00.02;;
Kereta Tua;Kepada @indosat bisa tolong jelaskan ada apa dengan jaringa nya, kenapa gak ada koneksi padahal sinyal di penuh;1;14/01/2024 07.21;0;;
geprek cah jogja;Sinyal sering ilang, ngelag buat main ml. beli 100gb sisa 57gb hangus. Lelet poll. Jd sia-sia beli data. Jika bln ini masih sama, gak Sudi LG make im3;1;14/01/2024 07.16;0;;
Akhsin Muzadi;Kuota tiap bulan kok tambah mahal, jaringannya tambah buruk, mending beli Telkomsel aja kalo gini ceritanya;1;14/01/2024 07.12;0;;
elzan Muhammad;terbaik;5;14/01/2024 07.06;82.00.02;;
Aku Gelap6;Ngelag,mahal semua,pas gada pulsa,mau redeem im3 poin mahal semua,pelit kuota gak kaya app lain yang kadang kadang ngasih kuota gratis(pernah di kasih kuota sama IM3 malah gak bisa di pake)😐;1;14/01/2024 07.00;82.00.02;;
Gorilla Jepang;Indosat yang sekarang sinyalnya BUSUKKKKK;1;14/01/2024 06.52;0;;
Robby Afriliyadi;Saya menyesal membeli paket data di apk myIM3 saya udah hubungi live chat operator tetap saja belum masuk masuk jadi tolong perbaiki apk nya;1;14/01/2024 06.50;82.00.02;;
Dion purnama;Jaringan anj padahal tinggal di kota Tangerang BSD tapi ttp ajah jelekk, buat liat story WA ajah harus muter2 dulu;1;14/01/2024 06.37;82.00.02;;
Fadil;Lol beli data di batasi 5 kali, itu saya ulang sampai 5 kali karena belum masuk. eh dapet pemberitahuan anda telah mencapai batas aktif 5 paket jadinya pake operator lain.;1;14/01/2024 06.35;82.00.02;;
Sutikno Arfan;Jaringan lelet lambat;1;14/01/2024 06.29;81.14.02;;
Isma Yanti;makin parah aplikasinya;1;14/01/2024 06.28;81.02.00;;
wahyu hebroh;Keluar iklan Mulu;1;14/01/2024 06.26;80.08.04;;
Dreamy Playz;Jaringannya jelek banget, niat ga sih jadi provider?;1;14/01/2024 06.25;0;;
Ali Jarwoto;top;5;14/01/2024 06.23;82.00.02;;
Ijey Saputra;mulah;4;14/01/2024 06.23;82.00.02;;
Ressy Melvy Siregar;Pulsaku barusan hilang. Tak bagus;1;14/01/2024 06.23;81.16.00;;
Alila Kirana;Nge lag mulu bikin pengen pindah jaringan;1;14/01/2024 06.22;82.00.03;;
AL GHAZALI;good;5;14/01/2024 06.19;82.00.02;;
Shigharetha;tolong untuk pihak m3 yg terhotmat kenapa pembelian paket saya tidak masuk masuk sudah 3 jam saya nunggu apa kalian tidak bisa mengatasi hal sekecil ini ,jangan karna paket data dan kelalaian kalian dalam menangani ini bisa ancur kerjaan dan karir saya bisa saya tuntut pihak kalian ! pelayanan buruk penanganan lambat sudah laporan tapi kaya di sepelekan tolong jangan merugikan pihak penguna layanan kalian dong!!!!!!!;1;14/01/2024 06.17;82.00.02;;
Waasil Zahran;Untuk aplikasi nya sih bagus tapi tidak untuk sinyal nya,karena akhir akhir ini sinyal nya suka ilang semenjak tahun baru;1;14/01/2024 06.15;81.16.00;;
Menah Mmwnn;Mneha;5;14/01/2024 06.13;81.16.00;;
piyik 401;"gw beli paket internet 30gb baru hari ini jam 04:42 dan pembelian melalui aplikasi mym3 dan pembayaran melalui aplikasi DANA dan di dana pembayaran sukses tetapi di aplikasi mym3 pembelian gagal dan uang saya yg di dana pun tidak kemabali dan saya melalu kan call center indosat tetapi pelayanan dan proses permasalahan saya tidak di proses""samapai siang hari lalu paket internet fredom 30gb tidak dapat uang saaya pun hangus indosat gimna si kerja nya? Bisa kerja ga?";1;14/01/2024 06.04;82.00.03;;
Mhyzu;Beli kuota diproses muluuuu;1;14/01/2024 06.02;82.00.02;;
Maulana Irwansyah;Semakin kesini sinyalnya semakin jelek gx kaya dulu, klo sekarang ujan sedikit aja sinyalnya udah ilang kaya sinyal 3 udh di restart berapa kli ttp aja jelek sinyalnya;2;14/01/2024 05.56;81.07.00;;
Baung Ipang;Hanya Indosat kalau mati lampu sinyal ikut2an mati;5;14/01/2024 05.55;81.07.00;;
theresia rahayu;kadang sinyalnya masih susah kadaang nuga lancar;4;14/01/2024 05.55;82.00.03;;
Nurman Betawi;terimakasih;4;14/01/2024 05.52;82.00.02;;
Da Vin;bagus;5;14/01/2024 05.48;82.00.02;;
abizar fathan;Internet ngelek parah, lawak parah lawak g guna;1;14/01/2024 05.47;82.00.02;;
WIDYA LAKSANA;marilah Segera tinggalkan indosat im3. Kualitas sinyal seperti taik. Di gbk sama sekali tidak ada sinyal.;1;14/01/2024 05.43;82.00.02;;
Syafi'iuddin Al fatihin;puas;5;14/01/2024 05.38;81.16.00;;
Fani Uchiha;sinyal hilang Mulu;1;14/01/2024 05.24;82.00.03;;
Ibnu Nasrullah;Untuk jaringan im3 kenapa semakin lama semakin lemot ya? Pelanggan kecewa. Apk ini juga semakin di update malah semakin jelek fiturnya mempersulit pelanggan;1;14/01/2024 05.19;0;;
alesha Ramadhani;sangat membantu;5;14/01/2024 05.15;81.16.00;;
Elah Hayati;aku suka pake Indosat jaringan nya bagus.sukses slalu oredo;5;14/01/2024 05.14;82.00.02;;
Indah Susanti;bagus;5;14/01/2024 05.14;82.00.02;;
Yati;sangat baik untuk sinyalnya;5;14/01/2024 05.05;82.00.03;;
Aribowo;istimewa;5;14/01/2024 04.58;82.00.02;;
Abdul Karim Ali mubarok;oke;5;14/01/2024 04.55;82.00.03;;
Zii Donie;sangat membatu sekali terimakasi indost;5;14/01/2024 04.55;82.00.02;;
Muhammad Raihan;Sering Gagal saat masuk apk;1;14/01/2024 04.50;82.00.02;;
uchiha shodikin;Aplikasi di hp 1 gk bisa dibuka yg 1 bisa aneh.;1;14/01/2024 04.42;82.00.03;;
Diky Kiatmoko;Sinyal sering ga stabil;1;14/01/2024 04.39;0;;
diah wulandari;baik;4;14/01/2024 04.39;82.00.02;;
mariska salsabila;Jaringan gak jelas pelayanan ruwet;1;14/01/2024 04.36;82.00.03;;
Vian kisthoputra;good;5;14/01/2024 04.32;0;;
hasan kacong;Jaringan im3 kenapa selalu memperlihatkan semakin buruk kualitasnya? Okelah kalo harganya murah bisa dimengerti, ini udah beli mahal² tapi tetap saja buruk.posisi di perkotaan yg seharusnya jaringannya lebih baik,malah buruk dan sering buffering gajelas.;1;14/01/2024 04.31;0;;
Muhammad Jibril;Indosat dancok gawe epep pan kadang ngelag koyok kontol tuku paketan larang larang su asuu;1;14/01/2024 04.28;82.00.02;;
Dnay jaya Gorden;Jaringan tidak berguna sangat payah dikit dikit jaringan terputus nyesel pakai kartu im3. Provider terburuk di indonesia APN udah indosatgprs tetep aja jaringan bloon, sudah saya ganti pakai telkomsel rugi pakai indosat beli kuota banyak banyak eh jaringannya payah jangan ada yang mau pakai im3 jaringan buruk percuma beli kuota rugi;1;14/01/2024 04.26;0;;
Ninnoo Pradana;sangat membantuu;4;14/01/2024 04.23;82.00.02;;
Sanjaya 123;Saya sebagai pengguna lama kecewa dengan im3 sekarang,awal nya sebelum isi pulsa promonya sangat Murah eehh selesai isi pulsa promonya drastis naik bgt;1;14/01/2024 04.20;82.00.03;;
Heru Pranoto;sangat membantu;5;14/01/2024 04.18;82.00.02;;
Simon Gabe;Hei! pihak indosat kenapa setiap ada sisa pulsa selalu kesedot? Padahal aku baru isi paket data dan itupun masih ada 24GB lagi... Dasar payah pantang ga ada sisa pulsa, pasti langsung kelen telan bujang ..;1;14/01/2024 04.15;81.14.02;;
19_ herlina;good;1;14/01/2024 04.15;81.13.00;;
Putri Aulia;bagus batt;5;14/01/2024 04.11;82.00.03;;
Pade Girang;sinyalnya sangat kencang dan cukup memuaskan;3;14/01/2024 04.11;82.00.02;;
Naupal Pinanditia;Apk tolol bngsd paket elit gratisan sulit;1;14/01/2024 04.04;82.00.02;;
Rezi Saputra;"kuota gw ga masuk"" ajg";1;14/01/2024 03.59;82.00.02;;
Gareng Masagi;Di daerah Cilacap Kurang Wussss Setelah di upgrade malah gabisa di buka ni aplikasi;3;14/01/2024 03.54;81.11.00;;
